NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
SPIA,"439,961","661,148","392,976",,,,,8,,
PZHK,"4,583","14,450","119,308","408,855","418,020",,,6,,
WQWE,"26,353","161,674","261,985","262,766","417,836",,,6,,
GZDQ,"353,230","360,633","390,466",,,,,5,,
NMXG,"1,007,323","938,097","577,879","408,198","415,581",,,1,,
NKRC, -   ,"21,131","83,484","203,717","415,473",,,,23,
FWUO,,"18,599","50,882","71,758","414,865",,48,61,70,
UASU,"56,837","261,596","159,377","217,827","413,832",,,10,,
KDDY,"155,756","196,088","281,579","462,695","413,643",,,11,,
TIKW,"72,617","155,529","235,650","280,448","413,238",,,5,,
BAYM,"782,000","488,000","479,000","405,000",,326,411,647,,
WLTC,"464,787","410,332","418,256","453,571","409,471",,,,7,
LAEH,"139,998","210,401","251,310","284,015","409,269",,,9,,
VSZZ,"328,867","413,481","411,603","409,800","409,250",,,25,,
FWQV,"175,537","221,709","266,494","451,213","408,273",,,6,,
GAMU,"107,179","328,515","266,599","245,225","406,045",,26,30,37,
OJBL,"3,070","2,589","119,125","194,735","405,242",,,4,4,
MRMK,"7,061","47,925","246,926","528,093","404,552",,,10,,
CSWA,"273,653","283,020","507,553","584,984","402,892",,,8,,
BSFV,"282,022","220,991","444,738","320,903","401,888",,,,3,
LXMB,"1,238,547","1,073,979","375,744",,,,,9,,
NWCC,"48,689","621,372","224,756","282,209","399,759",,,8,,
UAEF,"413,901","722,138","769,793","681,629","399,547",,,9,,
BDFV,"83,794","95,554","207,123","285,709","397,916",,,18,,
EYUQ,,"-3,632","65,913","44,422","396,210",,,,23,
ININ, -   ,"1,855","9,583","95,638","395,727",,,7,,
MHSD,"377,616","395,054","502,077","454,858","395,295",,167,203,224,
DPUV,"1,196,756","422,233","467,750","497,903","394,910",,,17,,
VRJE,"588,307","564,223","278,785","589,223","393,300",,,2,,
MSPX,"133,923","208,602","319,559","426,404","392,670",,,17,,
QJBE,"18,535","528,176","812,826","62,310","392,189",,,,27,
IBZM,"61,512","208,342","240,381","254,637","392,028",,,12,,
CWPP,,"13,757","150,819","263,315","391,547",,,,9,
GGII,"990,565","787,899","1,151,142","785,511","388,982",,,18,,
SHEA,"479,533","427,282","462,010","454,560","387,612",,,,8,
TOEF, -   ,"126,238","143,053","168,045","386,455",,,6,,
IVDK,"148,414","257,133","361,198",,,,,8,,
MHED,"114,590","153,964","184,325","306,112","392,977",,,8,9,
DKHD,"41,086","86,889","202,928","218,806","382,988",,,5,,
UKRS,"219,300","318,513","355,157",,,,,10,,
PTOQ, -   ,"3,579", -   , -   ,"376,309",,,12,,
LVMB,"664,484","792,993","542,484","378,344","375,798",43,42,43,46,
UHCV, -   , -   ,"90,271","705,308","374,781",35,43,59,64,
QDWA,"983,710","449,324","534,665","636,178","369,910",,,2,,
EGZU,"200,520","347,934","1,091,524",,"369,908",,,7,,
HLIS,"26,451","65,661","412,730","417,058","366,271",,,5,,
BJMX,"53,515","134,219","158,059","421,258","365,914",,,9,,
MGKU,"59,282","198,330","252,633","341,094","364,297",,,15,,
KJMO,"98,942","38,189","62,359","178,491","363,159",,,,17,
THRJ,"265,154","303,326","201,626","418,585","362,713",,,7,,
OQFW,"234,609","358,617","605,305","584,532","361,982",,,4,,
HGQY,,"35,931","134,005",,"359,729",,,19,,
YBKY,"211,763","216,298","228,708","326,866","358,981",,,9,,
QYRL,"51,928","118,770","175,761","568,314","358,532",,,7,,
GZIQ,"331,755","274,812","315,313","351,728",,,,,13,
DWYJ, -   ,"24,160","14,843","122,809","356,015",,,4,,
VNCW,"197,685","216,674","242,757","324,143","354,524",,,7,,
UQOT,"86,679","140,782","166,859","190,839","353,925",,,6,,
HNUN,"244,665","282,991","311,533","318,908","351,725",,,3,,
AXVE,"63,289","69,151","147,555","193,534","347,842",,,8,,
QBCR,"48,770","133,830","170,949","383,055","347,641",,,3,,
MLRQ,"263,936","289,578","330,477","404,004","346,713",,,3,,
KZHE,"1,345,690","3,647,294","3,903,080","4,565,356","345,705",,,3,,
VJEY,"37,979","34,277","155,698","215,633","345,015",,,3,,
KDNP,"189,512","212,849","240,725","283,925","343,990",,,6,,
WKBL,,"180,194","327,323",,,,,,7,
TRNH,"280,833","307,535","343,154","370,965","340,770",,,4,,
ULCD,"218,553","203,564","245,677","303,644","340,377",,,11,,
WEHJ,"1,421","6,618","43,329","183,617","340,129",,,10,,
QRWS,"853,782","268,645","324,184","366,430","339,131",,,,13,
USGC, -   , -   ,"49,993","267,211","338,436",,,9,,
JNDT,"396,653","370,413","1,062,561","180,641","337,075",,,10,,
ZNIK,"5,213","160,901","384,004","306,933","334,670",,22,29,35,
ZITD,"238,542","464,949","316,044",,,,,4,,
LWNF,,"78,140","251,675","274,161","337,570",,,6,,
KJUD,"99,965","230,181","168,865","321,606",,,,4,4,
OUTJ,"9,849","24,331","153,871","192,817","327,681",,,3,,
UIZV,"71,001","84,825","215,632","299,254","325,664",,,1,,
CGFU,"312,676","195,421","451,025","318,773",,,,7,,
JRYF,"309,784","399,232","445,636","445,354","324,892",,,10,,
SCLG,, -   ,"20,312","154,271","324,126",,,,5,
GPMU,,444,"137,071","317,413",,,,17,,
NJZD,"16,160","64,052","230,037","241,406","323,416",,,,11,
SYMO,"2,482,716","1,349,752","1,706,685","315,869",,,,2,,
OVPI,"382,730","349,497","387,989","408,686","319,894",,,3,,
BKMI,"282,347","445,552","659,252", -   ,"318,187",,,20,,
WAOF,"115,859","205,982","207,737","312,018",,,,3,,
FPLI,6,"191,772","2,651","242,491","317,013",,,4,,
HKMF,"253,907","367,695","292,929",,,,,,3,
JCTT,"143,159","121,684","189,179","299,608","312,398",,,16,,
JXPB,"139,581","206,081","197,801","243,687","311,335",,,17,,
ACZE, -   ,"157,572","209,928","107,955","311,165",,,1,,
VSVO,"327,142","389,761","442,304","380,798","309,732",,,6,,
DNMM,"297,193","322,400","367,638","422,221","308,618",,,11,,
OJLL,"1,700","122,526","333,517","382,315","307,817",,,6,,
LDPE,"161,394","159,250","69,976","170,552","307,600",,,,12,
UTUZ,"43,615","85,895","290,416","400,841","305,240",,,3,,
EWYR,,"58,849","174,687","219,253","304,105",,,,6,
RZMR,"4,100","36,328","75,079","202,113","303,469",,,5,,
BGDG,"131,673","243,571","294,991","248,983","302,095",,,3,,
CAFJ,"337,076","311,510","460,716","350,740","301,803",,,,11,
TQCD,"319,586","414,327","580,140","296,090",,,,,12,
FUGY,,"453,504","543,507","350,224","301,661",38,39,38,39,
DUQQ,"141,870","202,771","287,649","252,546","300,879",,,5,,
UMBN,"20,852","104,553","159,655","265,928","300,605",,,,17,
WVWS,"89,500","3,101","25,717","294,837",,,,4,,
VQZN,"205,078","202,892","210,683","294,515",,,,3,,
NFCA,"386,932","317,487","295,194","294,506",,,,1,,
ARXF,"295,680","252,027","41,742","516,178","299,895",,,,19,
FWZS,"63,532","129,135","40,495","290,978",,,,10,,
HPBQ,"127,122","152,061","342,812","290,810",,,,26,,
WWZA,,"186,800","276,503",,,,,8,,
LRDJ,,"176,273","305,857","288,599",,37,43,49,49,
DLXE,"72,419","196,857","164,778","218,669","294,130",,,5,,
RHLI,"2,521,445","691,358","338,059","227,657","294,039",,,9,,
PIVE,"139,554","209,703","231,562","272,982","293,504",,,5,,
OTES,"285,000","162,050","99,603","301,637","292,864",,,6,,
HMPP,"167,787","319,142","270,806","265,577","291,673",,,8,,
SJEO,"112,208,203","153,652,765","204,410,624","292,020,596","291,379",,55,71,78,
HDZX,"50,782","99,653","56,669","214,870","290,823",,,13,,
FBPO,"467,246","441,490","182,392","236,497","290,789",,,12,,
CNFR,8, -   ,"133,498","192,723","288,849",,,8,,
XYKP,,"12,106","110,397","86,834","287,526",,,,16,
UNEI,"494,503","725,595","324,692","257,587","287,425",,,3,,
HSTR,"422,568","153,156","217,903","281,950",,,,13,,
OQNG,"201,117","10,345","1,224,019","1,241,903","287,019",,,11,9,
DGGV,521,"19,590","175,701","306,933","285,093",,,8,,
WQBD,"153,593","216,828","122,463","242,035","284,349",,,5,,
AHEN,"119,231","239,443","16,407","134,855","283,191",,,8,,
KGAF,"171,332","182,406","230,039","203,268","282,986",,,2,,
YZNG,"317,396","415,069","394,887","306,776","280,817",,,8,,
KSBS,"16,679","68,317","94,280","250,133","280,194",,,9,,
ZTXD,"321,458","275,816","368,891","274,381",,,,10,,
APSY,"150,856","249,504","277,633","266,886","278,141",,,4,,
GAYD,"382,177","327,289","351,229","377,392","277,816",,,3,,
CWDN,,"10,125","52,812","136,482","277,388",,29,33,44,
OJZM,"18,809","135,504","134,755","109,340","273,015",,,4,9,
SDER, -   ,"276,789","305,294","405,827","272,825",,,14,,
UHKM,"228,583","248,415","255,041",,,,,,5,
QQGF,"15,997","47,466","125,560","201,901","272,099",,,7,,
LBVE,"25,752","105,543","23,359","45,226","271,102",,,,4,
NABB,,"163,982","324,591","357,787","267,959",,,,4,
BKGP,"7,601","85,169","130,864","296,847","267,252",,,9,,
WLEA,"87,230","133,955","136,516","268,931","264,337",,,11,,
SJFE,"105,877","136,937","313,444","295,182","262,900",,,5,,
LMDW,"247,321","256,662","345,124","255,127","261,780",,,28,,
MZGJ,"198,831","272,419","246,472","255,669",,,,6,,
JPKU,"175,990","528,816","573,213","103,316","260,558",,,5,,
EUHU,"88,099","41,601","327,028","177,587","260,558",,,,7,
NCOS,"694,943","418,543","209,002","273,861","260,160",,,2,,
GZDP,"3,091,343","395,455","1,008,733","16,117","259,510",,,,1,
ACSH,"245,420","261,174","168,468","254,177",,50,45,38,,
FBNX,"216,332","194,091","195,668","253,755",,,,5,,
PJYD,"113,867","193,624","262,762","503,284","258,241",,,6,,
WGFA,"137,951","246,420","510,531","252,044",,,,6,,
ASAX,"1,668","78,139","141,475","186,733","256,807",,,,6,
IELC,"345,326","276,602","423,864","212,691","256,156",,,11,,
JPML,"189,780","236,717","203,902","327,075","256,019",,,6,,
ARQP,"222,658","215,022","238,860",,,,,,3,
HHFO,"360,590","701,082","647,800","259,606","254,725",,,7,,
POWH,"7,331","61,641","133,300","190,073","254,317",,,11,,
GVLX,"553,618","470,377","257,560","153,868","253,664",,,7,,
GMQI,"115,122","61,776","198,787","121,164","253,492",,,,8,
RSEQ,"168,956","186,941","230,977","161,758","253,390",,,5,,
PJBP,313,"7,044","580,322","428,440","252,244",,,,6,
JQRI,"149,452","278,496","211,243","195,506","249,127",,,10,,
TBGO,"152,665","67,807","162,849","229,283","248,256",,,3,,
DZKB,, -   ,"232,527",,,,,,22,
UUYK,"2,521,801","3,064,519","3,182,441","804,955","247,927",,,2,,
PXCI, -   ,"130,420","259,857","275,915","245,345",,17,32,39,
XGAQ,,"63,737","139,360","185,503","242,937",,,6,6,
IERD,"2,341","11,208","55,705","196,698","242,881",,,12,,
TBFV,"214,083","137,607","314,103","357,267","242,639",,,1,,
OWYG, -   ,"243,002", -   ,"404,520","242,410",,,,11,
OFDM,"168,177","254,755","191,249","256,113","241,973",,,4,,
RCVZ,,"27,195","128,934","200,221","239,614",,,11,,
QRUJ,,"160,131","386,137","196,682","239,369",,,,6,
BPQD,,"145,156","222,994",,,23,35,35,38,
BVQO,,1,"188,775","170,877","237,875",,,8,,
TCMC,"22,355","93,964","222,553",,,,,3,,
URLZ,"140,751","351,932","222,524",,,,,,6,
SVFC,"135,329","160,791","145,842","178,893","236,834",,,,12,
IRKO,"238,897","153,266","125,543","167,179","236,817",,,8,,
DCVS,"120,514","135,610","162,487","232,238",,,,2,,
KVBP,104,"157,819","219,068","204,220","235,110",,,6,,
QIHU,"35,666","96,484","127,443","155,279","234,729",,,5,,
IHKZ,"154,022","311,277","273,257","230,006",,,,8,,
BOIJ,"127,718","196,889","168,998","208,140","233,184",,,,11,
OQQC,"14,400","53,863","134,987","138,917","231,469",,,14,,
GLOC,"173,332","122,274","84,814","138,816","231,109",,,18,,
IAXE, -   ,"10,235","64,390","142,612","230,852",,,6,,
PYYQ,"8,553,187","1,612,577","261,588","215,276","228,391",,,,17,
MYMC,,"49,620","213,233",,,,,4,,
AJJF,"338,657","423,152","319,897","227,783","227,475",,,8,,
HSSN, -   ,"234,921","221,232","224,945",,,53,60,66,
HJDL,"545,069","749,477","930,608","414,470","227,405",,,,4,
AXMR,"38,563","88,811","133,149","254,857","227,113",,,4,,
BOGE, -   ,"9,341","63,742","45,832","226,199",,,4,,
UTHK, -   ,"8,880","38,960","114,258","226,084",,,6,,
LCPH,"106,215","150,827","220,879","361,984","225,990",,,13,,
GWXH,"53,589","94,868","379,535","165,527","225,884",,102,109,106,
LTTC,"75,745","41,621","38,811","65,419","225,688",,,3,,
UTJV,,"311,000","355,640","219,604",,,,,10,
LNKF,,"264,510","254,173","255,607","223,315",,,4,,
VBDW,"110,583","140,181","95,026","185,573","223,044",,,4,,
YJZP,"198,025","380,127","345,837","87,924","223,013",,,22,,
FVTF,521, -   , -   ,"7,035","222,843",,,8,,
QJOT, -   ,"80,671","100,444","89,246","222,539",,,1,,
BJHF,"559,421","177,422","389,413","191,980","221,824",,,2,,
HRCA,"276,204","198,362","532,193","1,052,367","221,100",,,5,,
UGVD,,"199,420","261,927","183,718","219,801",,,6,,
OHEB,,"101,361","44,281","34,171","219,193",,,,9,
ORGA,"506,493","320,371","893,335","1,642,202","218,382",,,,6,
DNBK,"631,646","1,065,874","429,838","447,990","218,262",,,17,,
JLBC,"421,438","187,047","98,050","211,098",,,,5,,
KRQG,"76,411","361,832","444,894","210,588",,,,,2,
VJWC,"177,949","178,475","162,220","250,159","213,066",,,1,,
HHUG,124, -   ,"116,995","161,896","212,836",,,1,,
FANG, -   ,"27,195","127,446","217,824","212,626",,,8,,
UBWA, -   ,"14,551","52,743","151,767","212,022",,,9,,
BPHF,"221,532","321,092","202,576","207,462",,,,7,,
LWXG,"64,680","119,689","168,843","207,440",,,,5,,
UKBQ,,"174,331","196,482",,,,,,25,
KSCO,"612,205","370,249","315,901","205,767",,,,14,,
HQAP,"150,007","1,202,673","2,698,843","513,295","209,426",,,,18,
HWAV,"207,030","232,323","195,974",,,,,,11,
DHFJ,"34,433","7,043","1,383","296,195","208,075",,,3,,
CYFB,,"8,545","23,982","85,589","206,689",,,3,,
GPXM,"167,784","218,737","206,108","211,564","205,937",,,,7,
VVXE,"366,761","296,218","299,310","271,512","205,919",,,12,,
YNKX,,"57,119","157,827","201,205",,,,,13,
BLXQ,"10,426","16,728","27,726","12,060","204,492",,,,5,
ZKYF,"33,730","96,872","111,967","152,551","204,086",,,8,,
RGWQ,"7,697","59,820","69,536","153,894","204,005",,,5,,
BNQG,"137,641","126,562","271,382","199,888",,,,5,,
WTDK,"70,271","189,845","188,397","427,736","202,363",,,,6,
BFHS,,"179,648","189,240",,,,,1,,
SJGM,"81,096","163,048","280,982","195,607","201,484",,,6,,
UMWP, -   ,"60,816","111,478","131,185","200,924",,,4,,
SKXU,"105,757","109,650","109,478","181,863","200,118",,,2,,
PEPH, -   , -   ,"9,706","93,573","199,758",,,,22,
DWZI,,"71,206","46,109","102,612","199,727",,,,3,
VLIQ,"9,864","67,197","133,651","179,882","197,541",,,3,,
SUFY,"41,704","33,017","119,233","232,260","197,193",,,,13,
ILPY,"5,000","82,259","197,975","193,069",,,,2,,
VHIO,"206,459","114,596","184,182",,,,,,11,
AEPP,"128,606","205,421","278,759","334,562","195,289",,,2,,
POQD,,400,"28,700","118,778","193,827",,,16,,
VIFV,"50,000","230,000","180,015",,,,,,15,
TOGI,, -   ,"4,475","72,738","191,446",,,11,,
OELM,, -   ,"177,279",,,,10,,,
LOTK,"52,964","329,726","219,779","173,466","188,676",,,9,,
LSCY,"48,668","81,124","118,772","184,746",,,,7,,
MNSI,"57,447","190,616","25,390","10,452","187,561",,,,13,
RVSE,"219,153","220,618","175,497",,,,,5,,
JOKW,"163,831","267,024","230,366","242,433","185,126",,54,53,52,
JSMH,"177,932","257,857","162,423","180,185",,,59,54,51,
RZSO,"43,372","167,724","345,614","240,099","183,303",,,4,,
MHLQ,,"14,307","216,834","326,430","182,695",,,3,,
LSUZ,"70,995","25,521","59,302","115,043","182,517",,,9,,
XBYX,"99,988","240,226","309,248","179,019",,,,5,,
HPIN,"120,124","99,690","102,638","139,043","182,381",,,,11,
RADS,2,"22,059","60,163","93,615","179,089",,,9,,
TGMD,"43,537","46,804","230,447","174,631",,,,,8,
HWEP,"264,951","103,713","214,100","601,655","177,461",,,10,,
ASDG,"31,771","91,209","94,665","173,890",,,,8,,
ZBRH,"142,133","368,120","399,321","141,624","175,372",,,8,,
OHQL,"396,708","370,336","293,107","158,391","173,874",,,4,,
UFAE,"153,860","219,008","379,740","199,947","172,789",,,4,,
IKQE,,"7,051","37,135","160,850","171,051",,,6,,
DMOX,"4,483","5,943","564,479","305,928","170,630",,,1,,
HZSJ,"62,361","72,815","119,331","151,096","167,984",,,4,,
DYNS,,"4,476","66,997","179,146","167,535",,,7,,
GLBQ,"43,102","208,602","234,173","80,270","167,192",,,7,,
GLJT,"252,825","225,408","166,415","133,168","166,524",,,7,,
RRLI,, -   ,"17,032","92,433","165,151",19,33,37,34,
GYLN,"201,012","220,111","154,374","42,211","164,547",,,,2,
MWKN,"71,325","80,933","88,575","107,472","164,230",,,4,,
CWXJ,"132,938","180,819","156,459","224,265","162,908",47,49,42,43,
XOMI,"51,528","74,120","74,114","195,329","162,827",,,2,,
FDPF,"281,349","187,722","205,148","111,539","162,590",,,12,,
CXHE,"117,128","148,896","161,879","159,288",,,,4,,
RRNL,"15,000","13,667","26,108","83,828","162,135",,,,7,
UAEJ,"283,690","343,153","322,356","291,757","161,809",,,,3,
BYQI,"24,135","58,489","169,491","198,275","161,316",,,3,,
LBCV,"316,079","234,677","392,163","91,007","161,056",,,6,,
LGUA,"122,250","137,248","145,317","156,793","160,718",,32,84,101,
NHIL,,"32,500","183,797","116,760","160,625",,,2,3,
LFOZ,"15,023","348,775","111,732","155,305",,,,18,,
XGJL,"41,495","332,477","258,576", -   ,"155,220",,,6,,
EGQT,"20,000","100,836","122,386","111,883","153,896",,,,12,
BBQP,"17,155","94,715","110,524","150,540",,,,3,,
QRWI,"261,598","265,048","39,122","129,915","152,969",,,,2,
ZKBK,"333,641","267,264","203,218","149,535",,,,1,,
SDZX,"3,102,795","1,720,066","104,855","149,102",,,,14,,
EWMH,,303,"29,075","148,236",,,29,39,34,
HEHT,"39,293","81,865","98,469","173,925","150,751",,,4,,
RYJX, -   , -   ,"156,905","28,823","149,964",,,1,,
SEVT,"171,674","150,001","140,001",,,,20,28,33,
YWHA,"91,437","226,982","363,100","418,252","148,589",,,10,,
BIEW,"160,946","187,965","137,971",,,,7,,,
FQFH,"64,259","126,962","130,245","144,398",,,,,9,
QGCV,"62,725","5,083","76,287","124,035","146,835",,,4,,
GFIR,"146,789","138,107","106,514","121,309","146,639",,,5,,
INCB,"272,423","169,414","63,086","143,857",,28,38,39,,
QVNA,"208,274","113,300","244,677",,"146,521",,,,2,
GKWZ, -   ,"99,050","5,078","217,285","146,500",,35,63,61,
KVUX,"25,116","15,099","78,902","142,428",,,,6,,
CRNP,729,"7,357","22,782","27,888","144,745",,,6,6,
HGUO,,"1,534","35,791","57,774","143,161",,,7,,
IEQM,"15,236","10,389","22,562","122,938","142,506",,,3,,
PWZE,"48,717","97,068","204,253","138,376","142,394",,,14,,
LTYE, -   ,"2,751","12,187","14,774","141,228",,,,5,
UWAN,"301,612","275,370","360,080","345,427","140,352",,,9,,
JEBD, -   ,"170,586","166,662","384,018","139,505",,,11,12,
LEZL,"155,315","37,397","58,728","160,684","139,338",,,13,,
PZST,"105,928","204,263","285,286","241,506","139,201",,,4,,
ZQGK,,"3,002","54,597","113,657","138,913",,,3,,
RKOQ,,"13,778","40,536","107,261","138,199",,,7,,
QAWS,"8,000","27,998","129,391",,,,,9,10,
EXAG,"9,307","21,360","28,278","134,763",,,,7,,
UVGH,"644,664","574,441","466,890","134,763",,,,1,,
QXFJ, -   ,"138,182","124,034","438,597","137,077",,,6,,
MPFY,"51,837","281,257","201,311","133,090",,,,3,,
RIAJ,"4,429","87,322","122,982","109,030","135,422",,,5,,
ELXA,"64,021","98,539","130,472","126,930","135,142",,,4,,
UYPD,"1,959","88,409","36,878","173,156","134,767",,,4,3,
DYLQ,,"73,958","88,212","125,216","134,695",,,4,,
FBTN,,"17,807","49,588","138,051","134,392",,,12,,
EFGY,,"50,000","134,309","130,191","133,954",,,8,,
LSPF,"227,321","217,850","162,751","161,248","133,655",,,4,,
RTOU,,"6,000","233,462","129,327",,,,4,,
TUUG,"5,955","42,383","45,560","152,908","131,445",,,,3,
HACG,"9,039","89,200","131,593","128,265","130,939",,,4,,
BAQH,,"112,220","121,697",,,,,,2,
IQAA,"28,473","245,158","189,448","326,480","129,458",,,4,,
DROA,"240,423","297,039","340,536","144,120","129,366",,,11,,
WMGG,"52,604","38,590","16,295","113,362","128,604",,,2,,
VTSB,"326,909","377,512","120,394",,,,,10,,
WIDC, -   ,"23,662","120,249",,,,,3,,
SKPA,"50,524","65,736","62,429","94,642","128,077",,,4,,
TLJR,"179,077","41,414","133,448","86,917","127,822",,,6,,
DUMT,"49,588","31,446","86,973","73,952","127,633",,,1,,
ANUY,"4,986","80,856","52,508","114,310","127,468",,,1,,
UJWE,"177,078","141,315","145,719","165,465","127,115",,,,6,
EKUD,"218,525","9,514","27,231","124,363",,,,,10,
NGXM,,"157,540","149,541","126,286",,,,,3,
JUYF,,"122,088","122,888","123,077",,,,4,,
ZBCV,,"41,961","116,702",,,,,,5,
MRYJ,"100,211","87,625","76,176","99,505","124,507",,,5,,
MDRG,,"213,370","249,609","121,951",,,,3,,
ANBZ,"14,880","101,744","49,084","162,075","124,243",,,4,,
WCFJ,"33,967","50,988","125,439","116,974","123,640",,31,31,34,
LDCB,,"17,613","93,600","120,901",,,,7,,
GBWG,,"97,619","79,320","114,572","122,270",,,,1,
PBEW,"83,105","72,662","73,503","119,794",,,,4,,
PEYF,"68,088","353,594","11,160","306,212","120,212",,,3,,
SZUW, -   ,"1,023","47,550","86,917","118,108",,,1,,
RJND,"124,590","287,244","147,467","218,190","116,998",,,3,,
VIPH,,606,"152,279","206,485","116,827",,,9,,
XNZH,"200,549","241,013","178,783","177,094","114,715",,,,22,
ACVQ,"2,502","19,700","168,389","74,773","114,564",,,,9,
QXTT,"100,090","49,524","113,843","121,471","114,340",,,5,,
YXFR,,"29,928","115,648","94,676","113,523",,,13,,
SWIK,"35,960","53,431","62,032","68,103","113,487",,,3,,
RAHG,"394,828","427,944","196,274","219,553","112,898",,,4,,
YFXX,"69,498","79,871","117,471","122,542","111,152",,,4,,
HZLY,"80,001","80,158","89,051","91,316","111,098",,52,56,57,
GPQJ,,"5,439","33,631","79,430","109,919",,,6,,
LTVH,"6,314","33,763","102,468",,,,,4,,
LIWE,"64,075","94,205","96,587","195,167","108,497",,,1,,
VOEG,"99,393","245,653","382,901","408,905","108,361",,,6,,
JCLD,,"3,576","6,001","39,798","108,296",,,,3,
FSHN,"9,000","22,500", -   ,"5,000","108,000",,,30,,
BJDN,"268,051","145,933","114,155","104,723","107,873",,,6,,
YMZL,"78,600","82,458","116,103","107,663","107,768",,,,6,
LBNU,"119,880","100,460","147,264","104,917",,,,2,,
LFGL,"22,835","237,921","264,241","299,827","106,439",,,4,,
YRBU,,"38,346","92,544","154,405","106,348",,,15,,
QQSI,"73,534","67,372","131,854","105,310","106,107",,,3,,
TGYY,"15,733","16,499","44,045","118,620","104,147",,,2,,
SNPY, -   ,"107,747","106,086","199,787","103,581",,,4,,
HEJF,"82,000","41,687","84,513","100,728",,,,2,,
YUBR,,"404,343","57,992","40,402","102,601",,,,5,
UIOD,, -   ,"169,506","326,229","102,195",,,3,,
RSJP,,"64,424","43,551","127,969","101,543",,,3,3,
DYHW,,"97,101","194,987","385,529","100,161",,,3,3,
WOAE,"25,000","33,150","92,710",,,,,2,,
LPNP,"3,079","1,534","89,477","47,549","98,679",,,13,,
MYZH,"295,554","102,767","69,025","71,067","97,656",,,6,,
WWPC,2,"296,765","4,972,658","434,357","96,760",,,,12,
HFDK,"25,090","25,889","49,754","48,213","95,563",,,5,,
MLJK,"110,230","305,177","355,928","207,346","93,605",,,2,,
JBCG,"14,005","50,274","56,463","93,875","93,401",,,6,,
SQXE,"54,319","185,223","16,453","92,663","92,463",,,,17,
UVNU,"6,625","42,880","51,829","87,056","92,229",,,3,,
GSZA,,"7,087","126,222","184,001","91,263",,,3,,
JZCE,"1,518,853","754,870","199,061","445,123","90,131",,,10,,
FLXD, -   ,"4,402","297,372","88,140",,,,4,,
AAYE,"155,928","230,385","112,650","112,982","89,824",82,95,106,125,
ZDQL,"78,615","317,755","204,183","69,625","89,142",,,3,,
ZYLX,"262,260","44,772","219,536","204,129","88,391",,,9,,
SMPN,"53,877","77,714","72,093","70,556","87,431",,,4,,
LZFD,"107,063","132,929","135,998","130,497","84,133",,,6,,
WBCI,"40,253","22,379","28,523","21,662","83,599",,,1,,
BWAH,,"38,722","38,619","58,031","82,955",,,,7,
WLDQ,"68,502","73,680","77,690",,,,,7,,
RWOF,,"20,018","46,337","54,343","82,938",,,3,,
LLLM,"5,644","6,647","35,791","51,639","81,295",,,5,,
FSEI,"63,626","70,045","73,626","65,443","80,784",,,1,,
RSFQ,"9,855","107,284","147,494","460,426","79,643",,,3,,
CSDS,"93,826","81,799","80,464","56,760","77,999",,,4,,
WSTO,"5,481","90,184","107,412","76,462",,,,4,,
APAL,,"15,001","31,085","87,439","77,560",,,11,,
TLSZ, -   ,"5,994","21,188","28,499","77,323",,,5,,
GCRP,,"13,939","7,035","2,982","77,055",,,,2,
GHNZ,,"4,579","6,509","37,680","75,805",,,5,,
QZVU,"179,023","134,575","166,237","73,582",,,,,2,
WCLY,"68,115","28,810","69,415",,,,,2,,
BJQD,"82,795","85,343","99,946","62,195","73,899",,,3,,
MTEO,"4,618","39,880","59,822","56,240","73,626",,,3,,
IKSX,"66,904","58,264","85,473","70,929","72,634",,,1,,
BHKY,"6,852","41,078","64,401","61,088","72,419",,,2,,
IXNR,,"21,274","13,341","124,708","71,043",,,2,,
MWRM,"13,543","38,666","66,342",,,,,4,,
JNVT,,"254,865","166,247","68,770",,,,,2,
ZDJU,"17,717","28,303","69,800",,"70,062",,,5,5,
PJTU,"25,972","78,770","159,893","67,878",,,,5,,
YRSV,"79,701","75,367","44,623","52,793","68,649",,,,4,
HOWR,,"15,000","25,000","23,331","68,502",,,7,,
HMPE,,"12,289","22,188","74,802","68,490",,,3,4,
EDHH,"174,555","225,925","64,047",,,,,5,,
DPKM,"11,289","26,586","38,347","118,105","68,002",,,5,,
GATZ,"770,043","312,901","580,591","563,042","67,971",,,2,,
NZYT,,"152,888","138,021","149,437","67,960",,,3,,
EUYO,"17,859","7,195","103,266","40,889","67,491",,,3,,
VZLU,"21,179","58,735","55,388","65,662",,,,1,,
CUIT,"93,387","129,865","136,004","72,090","66,468",,,1,,
HWSZ,"140,641","123,013","80,626","89,240","65,789",,,2,,
PCSK,,,"5,803,105","64,539",,,,13,,
TMDZ,"20,525","40,391","34,768","51,128","65,445",,,,7,
QOAI,"20,192","221,700","30,143","64,100",,,,,22,
HDFU,"82,923","122,850","60,899",,,,,1,,
QOZP, -   ,809,"27,520","42,029","64,761",,,,7,
GNMV,"116,017","101,747","96,024","61,895","64,743",,,4,,
DQPA,"81,170","98,642","95,812","68,631","64,220",,7,,,
ELWQ,"88,529","56,640","78,961","82,063","63,287",,,8,,
CTNN,"107,042","104,699","8,665","3,387","63,258",,1,,,
HJCB,"28,025","36,099","30,487","56,752","61,790",,,9,,
JUAV,"1,082,944","40,500","224,756","159,698","61,439",,,,14,
